geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US08013012507,"Census Tract 125.07, Boulder, CO",4322,436,3754,381,3395,352,21,23,21,29,136,85,0,12,0,12,181,126,26,36,155,121,568,278,192,122,0,12,0,12,0,12,0,12,30,32,346,252,334,248,12,20
14000US08013012508,"Census Tract 125.08, Boulder, CO",2759,289,2557,256,2269,263,11,18,0,12,116,127,0,12,49,91,112,85,0,12,112,85,202,112,157,96,0,12,0,12,0,12,0,12,45,51,0,12,0,12,0,12
14000US08013012509,"Census Tract 125.09, Boulder, CO",3576,441,3510,442,3131,481,23,36,0,12,158,99,0,12,0,12,198,161,0,12,198,161,66,48,34,39,0,12,0,12,0,12,0,12,13,21,19,19,19,19,0,12
14000US08013012510,"Census Tract 125.10, Boulder, CO",4003,389,3909,393,3658,386,0,12,0,12,148,83,8,13,14,22,81,57,5,9,76,56,94,54,75,37,0,12,0,12,19,29,0,12,0,12,0,12,0,12,0,12
14000US08013012511,"Census Tract 125.11, Boulder, CO",6615,591,5868,589,4718,566,59,49,36,40,862,202,12,24,0,17,181,109,7,13,174,107,747,249,606,244,0,17,0,17,0,17,15,24,21,26,105,115,94,113,11,18
14000US08013012603,"Census Tract 126.03, Boulder, CO",3470,466,3168,463,2791,449,52,79,0,12,181,103,0,12,8,15,136,73,7,12,129,75,302,186,262,182,0,12,0,12,0,12,0,12,13,21,27,51,27,51,0,12
14000US08013012605,"Census Tract 126.05, Boulder, CO",1831,393,1705,390,1428,368,34,56,5,9,180,72,0,12,11,17,47,32,0,12,47,32,126,57,67,40,0,12,0,12,0,12,0,12,47,31,12,20,12,20,0,12
14000US08013012608,"Census Tract 126.08, Boulder, CO",2594,293,2209,275,1931,257,2,6,13,19,127,59,0,12,0,12,136,82,0,12,136,82,385,177,173,105,0,12,0,12,0,12,0,12,127,133,85,88,80,88,5,8
14000US08013012701,"Census Tract 127.01, Boulder, CO",5990,577,5640,554,5287,529,0,17,0,17,232,149,0,17,0,17,121,150,0,17,121,150,350,203,184,138,0,17,0,17,0,17,0,17,8,17,158,144,158,144,0,17
14000US08013012705,"Census Tract 127.05, Boulder, CO",5499,841,5184,848,4930,857,0,17,12,18,141,80,0,17,0,17,101,57,18,28,83,48,315,220,112,99,0,17,0,17,0,17,0,17,114,136,89,83,89,83,0,17
14000US08013012707,"Census Tract 127.07, Boulder, CO",2543,430,2027,403,1794,396,36,31,0,12,63,41,3,6,44,43,87,65,0,12,87,65,516,179,371,171,14,27,23,47,0,12,0,12,82,96,26,26,14,27,12,24
14000US08013012708,"Census Tract 127.08, Boulder, CO",4581,429,4390,431,4175,456,0,12,0,12,159,142,0,12,0,12,56,92,56,92,0,12,191,144,172,140,0,12,0,12,0,12,0,12,0,12,19,32,0,12,19,32
14000US08013012709,"Census Tract 127.09, Boulder, CO",2098,383,2032,385,1909,330,9,14,0,12,0,12,0,12,0,12,114,82,0,12,114,82,66,40,43,40,0,12,0,12,0,12,0,12,0,12,23,28,0,12,23,28
14000US08013012710,"Census Tract 127.10, Boulder, CO",3544,263,3353,274,3075,267,69,64,0,12,92,56,0,12,8,13,109,78,8,15,101,74,191,102,89,63,0,12,49,53,0,12,0,12,32,54,21,25,10,15,11,19
14000US08013012903,"Census Tract 129.03, Boulder, CO",2482,341,2399,342,2128,327,7,10,0,12,172,83,0,12,10,17,82,69,0,12,82,69,83,51,37,38,0,12,0,12,0,12,0,12,39,35,7,11,7,11,0,12
14000US08013012904,"Census Tract 129.04, Boulder, CO",5748,560,5397,541,4960,552,17,27,0,17,120,108,0,17,0,17,300,152,88,118,212,145,351,166,281,155,0,17,0,17,0,17,0,17,70,78,0,17,0,17,0,17
14000US08013012905,"Census Tract 129.05, Boulder, CO",2691,353,2354,350,2160,338,25,40,0,12,44,40,0,12,0,12,125,112,65,94,60,56,337,122,315,122,0,12,0,12,0,12,0,12,22,25,0,12,0,12,0,12
14000US08013012907,"Census Tract 129.07, Boulder, CO",3272,362,2761,300,2417,320,27,30,22,32,182,120,0,12,0,12,113,94,0,12,113,94,511,162,396,156,0,12,28,41,0,12,0,12,39,50,48,41,35,37,13,20
14000US08013013003,"Census Tract 130.03, Boulder, CO",7149,584,6701,627,6326,607,0,17,0,17,200,142,0,17,0,17,175,224,147,219,28,42,448,258,85,53,61,99,0,17,0,17,0,17,151,197,151,141,136,140,15,25
14000US08013013004,"Census Tract 130.04, Boulder, CO",3086,365,2752,276,2266,278,65,61,0,12,328,201,0,12,3,5,90,56,6,17,84,57,334,217,146,87,0,12,24,36,0,12,0,12,11,22,153,190,140,190,13,20
14000US08013013005,"Census Tract 130.05, Boulder, CO",2660,249,2490,269,2344,268,0,12,0,12,71,61,0,12,0,12,75,58,0,12,75,58,170,109,82,88,0,12,0,12,0,12,0,12,2,4,86,57,17,24,69,58
14000US08013013006,"Census Tract 130.06, Boulder, CO",5754,639,5235,675,4775,722,49,89,3,6,204,148,0,17,0,17,204,137,31,35,173,124,519,259,316,213,0,17,2,4,68,104,0,17,128,143,5,11,0,17,5,11
14000US08013013201,"Census Tract 132.01, Boulder, CO",1919,210,1744,199,1665,203,23,31,0,12,52,55,0,12,0,12,4,7,0,12,4,7,175,98,112,96,0,12,0,12,0,12,0,12,33,50,30,30,24,29,6,9
14000US08013013202,"Census Tract 132.02, Boulder, CO",1510,246,1457,254,1418,249,22,31,0,12,0,12,0,12,0,12,17,21,5,7,12,20,53,46,16,24,0,12,0,12,0,12,0,12,0,12,37,43,14,21,23,37
14000US08013013205,"Census Tract 132.05, Boulder, CO",5102,556,4773,501,4623,501,21,34,0,17,38,40,0,17,19,31,72,72,0,17,72,72,329,207,329,207,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US08013013207,"Census Tract 132.07, Boulder, CO",4197,416,3790,442,3559,433,0,12,22,36,92,71,0,12,0,12,117,90,0,12,117,90,407,189,291,204,0,12,66,103,0,12,0,12,44,54,6,10,6,10,0,12
14000US08013013208,"Census Tract 132.08, Boulder, CO",6386,641,5373,548,5193,542,11,17,73,110,39,39,0,17,0,17,57,63,31,49,26,38,1013,422,983,511,0,17,0,17,0,17,0,17,30,200,0,17,0,17,0,17
14000US08013013210,"Census Tract 132.10, Boulder, CO",5911,847,3823,541,3266,451,247,224,167,156,55,55,0,17,0,17,88,62,0,17,88,62,2088,612,1617,552,0,17,17,23,1,3,0,17,201,104,252,261,252,261,0,17
14000US08013013211,"Census Tract 132.11, Boulder, CO",6517,1169,4958,1092,4654,1097,0,17,0,17,60,76,0,17,0,17,244,147,50,60,194,131,1559,690,1178,530,0,17,0,17,0,17,0,17,183,274,198,286,198,286,0,17
14000US08013013212,"Census Tract 132.12, Boulder, CO",4907,575,4222,609,3445,579,138,170,0,12,362,151,0,12,0,12,277,141,17,30,260,137,685,294,629,291,0,12,0,12,0,12,0,12,56,56,0,12,0,12,0,12
14000US08013013302,"Census Tract 133.02, Boulder, CO",4995,524,4438,493,4220,458,127,127,0,12,0,12,23,41,0,12,68,79,27,46,41,63,557,214,387,125,0,12,24,40,0,12,0,12,105,151,41,78,41,78,0,12
14000US08013013305,"Census Tract 133.05, Boulder, CO",5747,840,3808,467,3295,436,47,52,0,17,294,204,0,17,0,17,172,160,0,17,172,160,1939,740,1454,737,0,17,29,49,0,17,0,17,236,235,220,177,169,157,51,76
14000US08013013306,"Census Tract 133.06, Boulder, CO",4839,706,3143,419,2927,422,22,36,0,12,18,22,0,12,97,123,79,68,11,19,68,63,1696,615,1475,563,0,12,0,12,0,12,0,12,162,129,59,85,59,85,0,12
14000US08013013307,"Census Tract 133.07, Boulder, CO",4014,419,2967,355,2522,268,8,13,47,71,115,68,0,12,0,12,275,199,0,12,275,199,1047,248,487,315,0,12,0,12,0,12,0,12,518,188,42,49,42,49,0,12
14000US08013013308,"Census Tract 133.08, Boulder, CO",3516,495,2500,459,2248,326,10,19,11,13,11,17,0,12,9,14,211,263,168,256,43,38,1016,354,817,294,61,81,31,35,0,12,0,12,13,21,94,126,94,126,0,12
14000US08013013401,"Census Tract 134.01, Boulder, CO",3102,403,2082,287,1829,233,36,45,8,14,0,12,101,89,0,12,108,142,0,12,108,142,1020,384,633,317,17,23,9,15,0,12,0,12,294,258,67,73,59,72,8,14
14000US08013013402,"Census Tract 134.02, Boulder, CO",7806,986,5900,942,5417,810,0,17,74,107,313,209,0,17,0,17,96,81,0,17,96,81,1906,521,1558,477,0,17,0,17,0,17,0,17,54,74,294,364,294,364,0,17
14000US08013013503,"Census Tract 135.03, Boulder, CO",4989,614,2974,468,2740,435,68,51,0,12,98,100,0,12,0,12,68,64,0,12,68,64,2015,472,1314,426,10,16,22,29,0,12,0,12,475,254,194,207,131,176,63,105
14000US08013013505,"Census Tract 135.05, Boulder, CO",4686,1179,2446,878,2239,860,18,23,0,12,171,143,0,12,0,12,18,26,0,12,18,26,2240,803,1615,470,19,28,20,31,0,12,0,12,548,585,38,41,27,33,11,17
14000US08013013506,"Census Tract 135.06, Boulder, CO",4413,389,3780,349,3374,345,131,99,8,13,197,128,0,12,0,12,70,56,27,40,43,39,633,268,400,221,37,62,2,6,0,12,0,12,27,36,167,113,69,73,98,82
14000US08013013507,"Census Tract 135.07, Boulder, CO",3464,360,2408,286,2162,302,0,12,102,72,128,121,0,12,0,12,16,24,0,12,16,24,1056,386,707,322,0,12,80,109,0,12,0,12,144,146,125,135,125,135,0,12
14000US08013013508,"Census Tract 135.08, Boulder, CO",7234,613,6309,614,5774,586,13,21,49,83,328,171,0,17,0,17,145,101,0,17,145,101,925,238,708,192,0,17,0,17,0,17,0,17,32,55,185,251,24,46,161,247
14000US08013013601,"Census Tract 136.01, Boulder, CO",4137,383,3956,384,3758,353,32,50,31,54,31,23,0,12,0,12,104,68,6,9,98,67,181,97,132,86,0,12,0,12,0,12,0,12,49,44,0,12,0,12,0,12
14000US08013013602,"Census Tract 136.02, Boulder, CO",1049,310,1019,304,981,301,2,5,0,12,12,8,0,12,0,12,24,24,10,17,14,19,30,48,8,8,0,12,0,12,0,12,0,12,0,12,22,47,22,47,0,12
14000US08013060700,"Census Tract 607, Boulder, CO",2895,342,2785,339,2518,322,0,12,0,12,233,119,0,12,0,12,34,36,0,12,34,36,110,69,88,62,11,18,11,17,0,12,0,12,0,12,0,12,0,12,0,12
14000US08013060900,"Census Tract 609, Boulder, CO",4856,558,4042,388,3641,385,13,21,0,12,196,107,7,15,10,14,175,95,48,56,127,81,814,480,399,129,0,12,0,12,0,12,0,12,399,471,16,21,16,21,0,12
14000US08013061300,"Census Tract 613, Boulder, CO",3375,419,3252,415,2691,364,4,7,0,12,382,116,12,18,17,24,146,87,10,13,136,84,123,69,86,57,0,12,0,12,4,6,0,12,7,12,26,26,13,15,13,21
14000US08013061400,"Census Tract 614, Boulder, CO",4037,460,3604,444,2717,411,43,54,39,56,650,191,0,12,0,12,155,79,0,12,155,79,433,199,419,196,0,12,0,12,0,12,0,12,0,12,14,22,14,22,0,12
14000US08014030000,"Census Tract 300, Broomfield, CO",3625,435,2902,366,2649,383,0,12,23,23,199,135,0,12,0,12,31,28,0,12,31,28,723,262,517,223,0,12,17,20,0,12,0,12,75,72,114,123,73,116,41,51
14000US08014030100,"Census Tract 301, Broomfield, CO",2568,443,2039,281,1816,273,16,27,0,12,125,89,0,12,0,12,82,81,28,44,54,55,529,328,301,174,2,5,0,12,0,12,0,12,25,27,201,256,200,255,1,3
14000US08014030200,"Census Tract 302, Broomfield, CO",1992,255,1668,169,1410,173,103,74,13,21,45,36,0,12,0,12,97,68,5,8,92,68,324,204,137,109,0,12,15,22,0,12,0,12,11,14,161,176,160,177,1,3
14000US08014030300,"Census Tract 303, Broomfield, CO",4150,464,3685,453,3216,479,71,83,19,24,259,155,0,12,9,14,111,78,0,12,111,78,465,188,318,154,27,42,0,12,0,12,0,12,30,37,90,82,60,57,30,51
14000US08014030400,"Census Tract 304, Broomfield, CO",4084,475,3640,433,3462,436,7,12,0,12,82,82,0,12,9,12,80,105,0,12,80,105,444,312,392,307,9,15,0,12,0,12,0,12,19,20,24,31,19,30,5,8
14000US08014030500,"Census Tract 305, Broomfield, CO",5603,525,5363,524,4465,472,47,55,17,24,706,252,0,17,0,17,128,114,0,17,128,114,240,132,209,131,0,17,0,17,0,17,0,17,0,17,31,32,15,20,16,24
14000US08014030600,"Census Tract 306, Broomfield, CO",6117,675,4326,542,3905,526,14,22,1,2,164,99,0,17,23,35,219,129,0,17,219,129,1791,583,1521,602,105,150,1,3,0,17,0,17,164,195,0,17,0,17,0,17
14000US08014030700,"Census Tract 307, Broomfield, CO",3106,384,2437,341,2282,338,23,33,50,44,40,49,0,12,0,12,42,37,0,12,42,37,669,243,372,164,0,12,0,12,0,12,0,12,21,26,276,197,272,197,4,8
14000US08014030800,"Census Tract 308, Broomfield, CO",5938,536,5128,453,4600,450,7,11,0,17,410,106,0,17,0,17,111,71,0,17,111,71,810,312,569,296,0,17,0,17,0,17,0,17,167,195,74,61,36,37,38,52
14000US08014030900,"Census Tract 309, Broomfield, CO",5574,576,5166,587,4667,557,37,40,15,25,358,109,0,17,0,17,89,78,0,17,89,78,408,245,292,187,0,17,0,17,58,92,0,17,16,27,42,68,42,68,0,17
14000US08014031000,"Census Tract 310, Broomfield, CO",5753,547,5346,554,4146,566,248,214,51,64,620,184,0,17,0,17,281,139,42,58,239,116,407,126,340,127,0,17,0,17,0,17,0,17,8,15,59,97,0,17,59,97
14000US08014031300,"Census Tract 313, Broomfield, CO",2626,346,2471,343,2085,297,22,26,0,12,243,171,0,12,0,12,121,62,0,12,121,62,155,81,126,71,0,12,0,12,0,12,0,12,0,12,29,53,13,25,16,31
14000US08014980100,"Census Tract 9801, Broomfield, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08014980200,"Census Tract 9802, Broomfield, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08014980300,"Census Tract 9803, Broomfield, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08015000100,"Census Tract 1, Chaffee, CO",2581,358,2110,342,2005,335,0,12,0,12,0,12,0,12,0,12,105,113,0,12,105,113,471,257,398,277,0,12,0,12,0,12,0,12,73,92,0,12,0,12,0,12
14000US08015000200,"Census Tract 2, Chaffee, CO",4498,402,4016,437,3825,449,6,12,0,12,142,63,0,12,0,12,43,52,0,12,43,52,482,307,378,299,0,12,0,12,13,30,0,12,27,37,64,78,26,34,38,71
14000US08015000300,"Census Tract 3, Chaffee, CO",3269,465,2912,424,2849,409,0,12,0,12,6,12,0,12,0,12,57,83,0,12,57,83,357,194,263,178,0,12,0,12,0,12,0,12,11,21,83,77,83,77,0,12
14000US08015000402,"Census Tract 4.02, Chaffee, CO",5162,511,4554,523,3983,507,404,150,63,49,0,17,102,128,0,17,2,7,0,17,2,7,608,278,317,134,0,17,18,26,0,17,0,17,197,266,76,66,44,43,32,51
14000US08017960600,"Census Tract 9606, Cheyenne, CO",1999,215,1791,193,1666,190,3,4,0,12,21,25,6,9,3,4,92,78,40,58,52,55,208,123,131,104,0,12,0,12,0,12,0,12,0,12,77,70,75,70,2,4
14000US08019014800,"Census Tract 148, Clear Creek, CO",1725,296,1619,290,1523,275,18,29,0,12,0,12,0,12,0,12,78,93,0,12,78,93,106,108,58,71,23,48,0,12,0,12,0,12,0,12,25,30,0,12,25,30
14000US08019014900,"Census Tract 149, Clear Creek, CO",2658,288,2172,289,2046,273,24,26,24,29,6,11,0,12,0,12,72,57,10,15,62,55,486,132,486,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08021974800,"Census Tract 9748, Conejos, CO",3812,297,1409,176,1199,181,23,22,73,61,0,12,0,12,18,22,96,37,0,12,96,37,2403,244,1878,243,0,12,95,46,2,2,0,12,115,53,313,111,256,102,57,46
14000US08021974900,"Census Tract 9749, Conejos, CO",4318,297,2480,176,2440,174,0,12,0,12,21,27,0,12,0,12,19,16,0,12,19,16,1838,244,1226,200,0,12,26,28,0,12,0,12,286,100,300,150,266,128,34,41
14000US08023972600,"Census Tract 9726, Costilla, CO",2156,219,1149,104,1002,99,0,12,6,10,42,19,0,12,0,12,99,45,0,12,99,45,1007,177,791,190,0,12,3,5,0,12,0,12,84,71,129,133,61,60,68,78
14000US08023972700,"Census Tract 9727, Costilla, CO",1654,219,323,104,278,99,13,20,0,12,0,12,0,12,0,12,32,29,0,12,32,29,1331,176,853,158,0,12,69,58,1,3,0,12,79,48,329,173,284,167,45,36
14000US08029964600,"Census Tract 9646, Delta, CO",3970,478,3690,431,3608,432,31,47,0,12,30,33,0,12,0,12,21,34,0,12,21,34,280,169,175,106,9,15,0,12,0,12,0,12,0,12,96,120,96,120,0,12
14000US08029964700,"Census Tract 9647, Delta, CO",4020,244,3565,365,3419,364,11,22,46,66,45,44,0,12,0,12,44,47,0,12,44,47,455,219,296,169,125,148,0,12,0,12,0,12,34,49,0,12,0,12,0,12
14000US08029964800,"Census Tract 9648, Delta, CO",4018,456,3281,413,2889,407,128,73,79,62,152,90,0,12,0,12,33,34,0,12,33,34,737,208,562,194,0,12,14,23,0,12,0,12,88,97,73,66,57,64,16,19
14000US08029964900,"Census Tract 9649, Delta, CO",5764,520,4193,412,4022,404,11,22,0,17,2,5,0,17,0,17,158,114,23,39,135,96,1571,358,1475,353,26,42,0,17,0,17,0,17,1,3,69,74,69,74,0,17
14000US08029965100,"Census Tract 9651, Delta, CO",3671,471,2851,389,2698,390,16,26,73,54,22,34,0,12,0,12,42,40,0,12,42,40,820,244,617,252,0,12,20,26,0,12,0,12,114,108,69,66,68,66,1,2
14000US08031000102,"Census Tract 1.02, Denver, CO",3667,512,2561,368,2282,331,72,72,14,23,53,55,0,12,0,12,140,85,14,18,126,84,1106,511,636,310,0,12,9,13,33,44,0,12,344,326,84,56,26,27,58,55
14000US08031000201,"Census Tract 2.01, Denver, CO",3381,505,1870,334,1597,230,65,57,7,13,98,121,27,50,0,12,76,58,0,12,76,58,1511,372,1148,304,12,18,65,75,10,16,0,12,227,161,49,44,42,45,7,12
14000US08031000202,"Census Tract 2.02, Denver, CO",4380,784,2484,438,1835,376,288,177,18,18,182,218,12,19,39,60,110,93,0,12,110,93,1896,596,1095,357,9,14,157,127,0,12,0,12,184,126,451,488,443,488,8,14
14000US08031000301,"Census Tract 3.01, Denver, CO",5403,560,4345,492,4160,483,7,12,0,17,124,109,0,17,0,17,54,46,0,17,54,46,1058,395,566,219,0,17,0,17,0,17,0,17,482,361,10,25,10,25,0,17
14000US08031000302,"Census Tract 3.02, Denver, CO",4863,828,4318,826,3827,805,103,46,19,30,137,91,0,12,0,12,232,133,0,12,232,133,545,185,195,141,167,71,0,12,0,12,0,12,170,182,13,26,13,26,0,12
14000US08031000303,"Census Tract 3.03, Denver, CO",5071,899,4387,841,3851,743,45,47,0,17,165,160,61,98,0,17,265,295,53,85,212,218,684,582,539,558,0,17,0,17,0,17,0,17,123,177,22,35,0,17,22,35
14000US08031000401,"Census Tract 4.01, Denver, CO",3754,736,2291,495,2026,396,53,76,18,23,21,32,0,12,0,12,173,206,138,204,35,29,1463,528,1217,518,7,11,6,9,0,12,0,12,42,40,191,149,95,128,96,87
14000US08031000501,"Census Tract 5.01, Denver, CO",2154,204,1877,217,1700,207,129,117,0,12,15,15,0,12,0,12,33,37,33,37,0,12,277,88,179,89,31,39,26,41,0,12,0,12,15,24,26,21,26,21,0,12
14000US08031000600,"Census Tract 6, Denver, CO",3435,560,2495,314,2225,306,84,112,0,12,97,65,0,12,0,12,89,97,6,9,83,96,940,477,358,164,0,12,0,12,0,12,0,12,188,110,394,426,394,426,0,12
14000US08031000800,"Census Tract 8, Denver, CO",1414,355,892,285,132,99,657,298,33,55,68,83,0,12,0,12,2,4,0,12,2,4,522,210,350,169,53,84,9,14,19,24,0,12,43,44,48,44,4,6,44,43
14000US08031000902,"Census Tract 9.02, Denver, CO",6034,679,1514,279,1261,199,166,177,26,33,7,11,0,17,0,17,54,57,0,17,54,57,4520,736,3053,567,0,17,252,317,48,69,0,17,549,350,618,462,608,462,10,17
14000US08031000903,"Census Tract 9.03, Denver, CO",6547,961,1879,436,1625,348,15,17,150,230,0,17,0,17,8,13,81,85,0,17,81,85,4668,962,3170,575,20,32,0,17,0,17,0,17,392,347,1086,646,1044,644,42,46
14000US08031000904,"Census Tract 9.04, Denver, CO",5418,861,1362,304,1103,251,158,182,38,38,28,28,0,17,0,17,35,60,0,17,35,60,4056,854,1686,464,16,25,7,11,0,17,0,17,1426,532,921,769,758,751,163,120
14000US08031000905,"Census Tract 9.05, Denver, CO",4225,531,1445,294,1358,287,40,67,47,69,0,12,0,12,0,12,0,12,0,12,0,12,2780,435,1737,652,0,12,0,12,0,12,0,12,885,482,158,134,133,125,25,42
14000US08031001000,"Census Tract 10, Denver, CO",4931,832,854,182,638,214,0,12,13,20,189,97,0,12,0,12,14,21,14,21,0,12,4077,881,3221,723,45,45,6,10,0,12,0,12,785,574,20,23,20,23,0,12
14000US08031001101,"Census Tract 11.01, Denver, CO",2481,344,1402,229,1126,226,110,86,50,52,61,54,0,12,5,9,50,59,11,17,39,57,1079,261,603,263,0,12,98,118,0,12,0,12,255,157,123,128,123,128,0,12
14000US08031001102,"Census Tract 11.02, Denver, CO",4818,640,4101,583,3654,526,40,42,4,9,175,84,0,12,0,12,228,294,176,283,52,84,717,304,258,153,0,12,35,58,66,79,0,12,255,228,103,98,38,60,65,77
14000US08031001301,"Census Tract 13.01, Denver, CO",5570,1077,2176,748,1669,747,63,77,62,96,366,239,0,17,10,17,6,11,0,17,6,11,3394,784,2762,532,0,17,49,76,0,17,0,17,125,97,458,555,439,552,19,30
14000US08031001302,"Census Tract 13.02, Denver, CO",4015,652,1554,495,1323,480,12,23,78,93,65,75,0,12,39,58,37,51,0,12,37,51,2461,484,1632,482,0,12,69,62,0,12,0,12,691,434,69,54,0,12,69,54
14000US08031001401,"Census Tract 14.01, Denver, CO",5498,571,1991,328,1537,300,142,77,0,17,209,138,0,17,0,17,103,66,0,17,103,66,3507,608,2444,542,0,17,0,17,0,17,0,17,974,596,89,94,70,90,19,23
14000US08031001402,"Census Tract 14.02, Denver, CO",4802,1073,1489,276,967,361,119,178,15,25,316,236,0,12,0,12,72,66,0,12,72,66,3313,903,2422,893,0,12,0,12,0,12,0,12,791,363,100,109,75,104,25,42
14000US08031001403,"Census Tract 14.03, Denver, CO",3409,582,2818,601,2554,591,22,23,0,12,57,55,0,12,0,12,185,110,38,52,147,94,591,148,385,120,4,10,0,12,0,12,0,12,147,97,55,67,55,67,0,12
14000US08031001500,"Census Tract 15, Denver, CO",4458,667,1971,539,1568,520,221,180,19,16,71,71,0,12,17,27,75,70,0,12,75,70,2487,392,2023,422,0,12,8,15,20,28,0,12,372,192,64,53,64,53,0,12
14000US08031001800,"Census Tract 18, Denver, CO",3332,405,2040,295,1786,283,93,65,0,12,52,36,0,12,0,12,109,68,0,12,109,68,1292,332,619,218,0,12,62,83,0,12,0,12,393,191,218,190,218,190,0,12
14000US08031001901,"Census Tract 19.01, Denver, CO",3503,627,1814,302,930,216,736,238,30,48,61,49,0,12,0,12,57,54,0,12,57,54,1689,594,757,435,0,12,11,16,0,12,0,12,526,347,395,502,395,502,0,12
14000US08031002000,"Census Tract 20, Denver, CO",2510,359,2229,367,1852,371,238,162,0,12,84,51,40,59,0,12,15,21,0,12,15,21,281,130,106,65,76,79,0,12,0,12,0,12,54,53,45,35,24,24,21,25
14000US08031002300,"Census Tract 23, Denver, CO",5379,682,4240,432,2823,442,1168,258,35,29,80,77,0,17,0,17,134,89,0,17,134,89,1139,542,74,65,47,71,111,213,0,17,0,17,635,357,272,345,272,345,0,17
14000US08031002402,"Census Tract 24.02, Denver, CO",2043,318,1713,227,1164,181,312,121,0,12,32,23,0,12,0,12,205,106,13,19,192,105,330,192,161,107,19,21,0,12,0,12,0,12,130,148,20,27,20,27,0,12
14000US08031002602,"Census Tract 26.02, Denver, CO",3045,486,2758,484,2503,488,99,67,0,12,88,66,0,12,0,12,68,49,0,12,68,49,287,109,179,82,0,12,22,24,0,12,0,12,28,36,58,53,58,53,0,12
14000US08031002801,"Census Tract 28.01, Denver, CO",2952,355,2682,341,2449,338,43,53,0,12,83,64,0,12,8,12,99,60,22,25,77,54,270,134,119,84,35,54,0,12,0,12,0,12,78,65,38,48,33,48,5,7
14000US08031002802,"Census Tract 28.02, Denver, CO",4488,863,3985,833,3651,795,142,115,22,36,74,71,0,12,0,12,96,63,31,37,65,51,503,187,357,164,0,12,21,33,0,12,0,12,112,96,13,23,13,23,0,12
14000US08031002901,"Census Tract 29.01, Denver, CO",3412,375,3158,360,2805,351,45,52,0,12,133,137,0,12,0,12,175,107,0,12,175,107,254,139,200,135,0,12,0,12,0,12,0,12,0,12,54,45,10,17,44,41
14000US08031002902,"Census Tract 29.02, Denver, CO",4233,480,4010,485,3723,479,7,12,0,12,93,59,0,12,32,47,155,114,0,12,155,114,223,130,168,109,0,12,0,12,0,12,0,12,39,56,16,24,16,24,0,12
14000US08031003002,"Census Tract 30.02, Denver, CO",3021,405,2425,324,2137,263,127,116,6,10,121,88,0,12,0,12,34,36,0,12,34,36,596,280,209,115,0,12,0,12,0,12,0,12,302,221,85,104,78,101,7,11
14000US08031003003,"Census Tract 30.03, Denver, CO",3224,459,2704,407,2361,417,181,114,9,19,145,67,0,12,0,12,8,12,0,12,8,12,520,198,452,192,10,21,0,12,6,9,0,12,18,21,34,48,7,14,27,46
14000US08031003004,"Census Tract 30.04, Denver, CO",6783,886,6314,884,5565,839,223,153,14,20,274,166,0,17,8,17,230,186,0,17,230,186,469,177,280,120,0,17,0,17,1,2,0,17,118,120,70,77,70,77,0,17
14000US08031003101,"Census Tract 31.01, Denver, CO",1773,297,1500,337,1057,258,377,192,3,6,1,3,0,12,0,12,62,43,15,26,47,35,273,171,108,101,0,12,3,4,0,12,0,12,155,166,7,9,0,12,7,9
14000US08031003102,"Census Tract 31.02, Denver, CO",3426,425,3045,378,2450,346,348,158,4,7,119,98,0,12,0,12,124,78,0,12,124,78,381,180,252,137,1,3,0,12,0,12,0,12,57,60,71,76,57,73,14,22
14000US08031003202,"Census Tract 32.02, Denver, CO",3386,378,3245,385,2770,274,179,157,19,21,76,41,0,12,9,16,192,150,0,12,192,150,141,76,103,68,0,12,0,12,0,12,0,12,29,30,9,14,9,14,0,12
14000US08031003203,"Census Tract 32.03, Denver, CO",3172,510,3049,493,2946,499,26,29,46,64,0,12,0,12,0,12,31,24,0,12,31,24,123,97,35,39,0,12,0,12,0,12,0,12,0,12,88,88,12,18,76,86
14000US08031003300,"Census Tract 33, Denver, CO",3176,462,2944,414,2796,399,9,13,24,35,54,35,0,12,23,36,38,51,0,12,38,51,232,111,171,103,0,12,0,12,0,12,0,12,47,50,14,16,14,16,0,12
